,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
466,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1819, 60]","[0, 52, 117]","[0, 52, 118]","[0, 1500, 121]","[1, 52, 121]","[0, 2448, 122]","[1, 52, 122]","[1, 116, 130]","[1, 144, 130]","[1, 517, 135]","[0, 564, 191]","[1, 83, 191]","[0, 83, 191]","[0, 224, 203]","[1, 52, 203]","[0, 1443, 205]","[0, 1078, 205]",10
467,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 59]","[0, 52, 117]","[0, 52, 118]","[0, 2948, 122]","[1, 52, 122]","[0, 1001, 122]","[1, 52, 122]","[1, 116, 124]","[1, 144, 124]","[1, 517, 126]","[0, 52, 182]","[0, 573, 182]","[1, 83, 182]","[0, 224, 203]","[0, 1443, 203]","[0, 1036, 203]","[0, 93, 203]",10
468,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2122, 58]","[0, 52, 118]","[0, 52, 118]","[0, 1427, 120]","[1, 52, 120]","[1, 116, 122]","[1, 144, 122]","[1, 1475, 122]","[0, 564, 180]","[0, 83, 180]","[0, 52, 180]","[1, 52, 180]","[1, 83, 180]","[0, 302, 185]","[0, 185, 186]","[1, 52, 186]","[0, 1443, 189]",10
469,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 2026, 60]","[0, 52, 117]","[0, 52, 118]","[0, 1427, 122]","[1, 52, 122]","[1, 116, 124]","[1, 144, 124]","[1, 1460, 124]","[0, 83, 183]","[1, 64, 183]","[0, 52, 184]","[0, 302, 202]","[1, 64, 202]","[0, 185, 217]","[1, 64, 217]","[0, 1443, 217]","[0, 1079, 217]",10
470,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1851, 57]","[0, 52, 118]","[0, 52, 118]","[0, 1500, 121]","[1, 52, 122]","[0, 2449, 122]","[1, 52, 122]","[1, 116, 123]","[1, 144, 123]","[1, 517, 124]","[0, 564, 179]","[0, 83, 179]","[1, 52, 179]","[1, 83, 179]","[0, 224, 203]","[0, 1443, 204]","[0, 1048, 204]",10
471,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1787, 58]","[0, 52, 116]","[0, 52, 116]","[0, 3897, 121]","[1, 52, 121]","[1, 116, 131]","[1, 144, 132]","[1, 517, 132]","[0, 564, 188]","[1, 83, 188]","[0, 83, 188]","[0, 224, 199]","[0, 1443, 199]","[1, 52, 199]","[0, 1110, 199]","[1, 172, 209]","[1, 165, 239]",10
472,"[1, 60, 0]","[0, 60, 68]","[1, 52, 68]","[1, 2058, 68]","[0, 52, 134]","[0, 52, 134]","[0, 1427, 139]","[1, 52, 139]","[1, 116, 141]","[1, 144, 141]","[1, 1461, 141]","[0, 52, 207]","[0, 573, 210]","[1, 83, 210]","[0, 302, 230]","[0, 185, 230]","[0, 1443, 230]","[0, 1047, 230]","[0, 83, 230]","[1, 52, 230]",10
473,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 59]","[0, 52, 119]","[0, 52, 119]","[0, 3897, 126]","[1, 52, 126]","[1, 116, 128]","[1, 144, 128]","[1, 517, 129]","[0, 564, 185]","[1, 83, 185]","[0, 83, 185]","[0, 223, 201]","[0, 1443, 201]","[0, 1078, 201]","[1, 52, 201]","[1, 172, 209]","[1, 165, 235]",10
474,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2122, 58]","[0, 52, 118]","[0, 52, 118]","[0, 1427, 121]","[1, 52, 121]","[1, 116, 123]","[1, 144, 123]","[1, 1459, 123]","[0, 564, 182]","[0, 83, 182]","[0, 52, 182]","[1, 52, 182]","[1, 83, 182]","[0, 302, 188]","[0, 185, 190]","[1, 52, 190]","[0, 1443, 190]",10
475,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 58]","[0, 52, 117]","[0, 1500, 122]","[1, 52, 122]","[0, 2448, 123]","[1, 52, 123]","[1, 116, 125]","[1, 144, 126]","[1, 517, 126]","[0, 564, 182]","[1, 83, 182]","[0, 83, 183]","[0, 52, 183]","[0, 224, 192]","[1, 52, 192]","[0, 1443, 193]","[0, 1036, 193]",10
476,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 2026, 58]","[0, 52, 116]","[0, 52, 116]","[0, 1427, 122]","[1, 52, 122]","[1, 116, 125]","[1, 144, 125]","[1, 1474, 125]","[0, 564, 182]","[0, 83, 182]","[1, 52, 182]","[1, 83, 182]","[0, 52, 184]","[0, 224, 204]","[0, 1443, 204]","[1, 52, 204]","[0, 1078, 206]",10
477,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1787, 59]","[0, 52, 123]","[0, 3898, 137]","[1, 52, 137]","[1, 116, 139]","[1, 144, 139]","[1, 517, 139]","[0, 573, 204]","[0, 64, 204]","[0, 52, 204]","[1, 83, 204]","[0, 224, 212]","[0, 1443, 212]","[0, 1038, 212]","[0, 124, 212]","[1, 52, 212]","[1, 172, 221]",10
478,"[1, 60, 0]","[0, 60, 112]","[1, 52, 112]","[1, 2026, 112]","[0, 52, 171]","[0, 52, 171]","[0, 1427, 174]","[1, 52, 174]","[1, 116, 177]","[1, 144, 177]","[1, 1473, 177]","[0, 52, 235]","[0, 573, 236]","[1, 83, 236]","[0, 224, 244]","[0, 1443, 244]","[0, 1079, 244]","[1, 52, 244]","[0, 263, 246]","[1, 121, 252]",10
479,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1787, 60]","[0, 52, 118]","[0, 3898, 125]","[1, 52, 125]","[1, 116, 128]","[1, 144, 128]","[1, 517, 128]","[0, 564, 188]","[0, 83, 188]","[1, 52, 188]","[1, 83, 188]","[0, 224, 212]","[0, 1443, 212]","[0, 1048, 212]","[0, 83, 212]","[1, 52, 212]","[1, 172, 222]",10
480,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 2122, 58]","[0, 52, 117]","[0, 52, 117]","[0, 1427, 120]","[1, 52, 120]","[1, 116, 123]","[1, 144, 123]","[1, 517, 123]","[1, 993, 124]","[0, 564, 179]","[0, 83, 179]","[1, 52, 179]","[1, 83, 180]","[0, 52, 180]","[0, 302, 184]","[0, 185, 190]","[1, 52, 190]",10
